user_id,txns,amount,failed_txns,kyc_status,risk_segment,chargebacks,disputed_amount,max_disputed,fraud_chargebacks,distinct_merchants_disputed,full_name,city,monthly_income,id_record_count,risk_score,risk_signals,risk_tier
USR77709,1,24508.25,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,8215.3,7727.87,2.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR58187,1,9132.62,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,7960.18,7499.76,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR30575,1,22549.49,0,NO_KYC_RECORD,NO_KYC_RECORD,3.0,7854.99,6014.84,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR15928,1,20478.0,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,7844.04,7027.39,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR84276,1,19024.68,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,7417.98,5082.98,2.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR27873,1,9825.71,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,7066.299999999999,6347.69,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR41939,2,31763.82,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,7008.2699999999995,6501.45,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR51504,3,37382.67,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,6777.700000000001,6010.76,2.0,2.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR84134,1,1129.96,1,NO_KYC_RECORD,NO_KYC_RECORD,2.0,6505.83,5375.87,2.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR51195,1,8344.14,1,NO_KYC_RECORD,NO_KYC_RECORD,2.0,6401.09,4418.82,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR83115,2,36089.94,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,6385.46,4964.2,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR56801,2,21642.989999999998,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,6303.570000000001,4533.6,1.0,2.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR70794,1,18557.6,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,6279.24,3331.49,2.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR80116,1,6879.96,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,5841.83,5019.03,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR37017,1,839.58,0,VERIFIED,HIGH,2.0,5814.0,3948.0,1.0,1.0,Charles Shetty,Amritsar,20949.0,2.0,55,"repeated_disputes(≥2), fraud_type_dispute, high_risk_segment",HIGH
USR34733,1,9686.57,0,NO_KYC_RECORD,NO_KYC_RECORD,3.0,5623.62,2345.09,2.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR13544,1,15387.54,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,5359.6900000000005,3151.9,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR60842,3,50182.020000000004,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,5180.59,2837.81,1.0,2.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR78508,2,23367.989999999998,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,5148.1900000000005,4043.04,2.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR91166,1,3743.12,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,5066.5,3285.5,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR19658,2,10374.92,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,5016.67,3771.28,1.0,2.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR88654,2,27558.57,0,NO_KYC_RECORD,NO_KYC_RECORD,3.0,4857.21,2554.86,2.0,2.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR41275,1,4346.38,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,4681.52,3976.0,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR67030,1,21093.0,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,4480.1900000000005,3648.19,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR18442,3,37621.09,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,4350.59,2850.0,2.0,2.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR51423,2,37974.69,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,4237.65,3840.0,2.0,2.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR17049,1,16964.8,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,3972.42,3402.48,2.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR82947,1,24792.24,1,NO_KYC_RECORD,NO_KYC_RECORD,2.0,3812.24,2183.89,2.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR65418,1,4271.0,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,3545.43,2022.82,2.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR68805,1,16909.08,0,PENDING,HIGH,2.0,3250.67,2059.59,0.0,1.0,Gaurangi Venkataraman,Kolkata,24171.0,1.0,55,"repeated_disputes(≥2), kyc_not_verified, high_risk_segment",HIGH
USR36687,2,21546.75,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,3149.15,2089.48,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR99558,1,20368.63,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,2991.3599999999997,2199.33,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR35469,1,4535.21,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,2783.51,2585.25,2.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR61573,2,21327.52,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,2774.1800000000003,1446.29,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR20464,1,16172.91,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,2687.42,1887.01,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR58929,2,28767.010000000002,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,2678.0099999999998,1801.1,2.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR30469,1,1221.12,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,2662.26,1390.01,2.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR88063,1,17469.44,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,2641.73,1567.73,2.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR63093,2,34160.57,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,2630.4500000000003,2182.01,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR23949,2,23432.42,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,2607.0,1814.0,1.0,2.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR40970,1,45.69,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,2501.4700000000003,1874.0,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR29672,1,4459.12,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,2387.87,1440.33,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR52274,1,16818.33,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,2236.39,1732.28,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR97464,2,24841.760000000002,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,2137.56,1368.67,1.0,2.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR67624,1,21121.13,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,2127.67,1404.94,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR53938,2,8943.960000000001,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,2014.18,1320.18,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR53940,2,36034.17,1,NO_KYC_RECORD,NO_KYC_RECORD,2.0,1939.67,1290.78,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR86873,1,5275.56,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,1922.85,1171.85,2.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR99304,1,11863.0,1,NO_KYC_RECORD,NO_KYC_RECORD,2.0,1871.55,1345.55,2.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR39561,2,18324.05,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,1823.5,1603.64,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR58610,1,120.0,1,VERIFIED,HIGH,2.0,1805.71,992.78,2.0,1.0,Nicholas Sachar,Amritsar,71081.0,1.0,55,"repeated_disputes(≥2), fraud_type_dispute, high_risk_segment",HIGH
USR48489,3,70179.5,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,1698.81,1370.0,1.0,2.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR58623,2,25453.52,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,1537.5,1065.28,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR21980,1,14902.21,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,1377.31,836.2,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR10579,2,29373.91,0,VERIFIED,HIGH,2.0,1285.1999999999998,836.05,1.0,1.0,Ishwar Chandran,Delhi,24757.0,1.0,55,"repeated_disputes(≥2), fraud_type_dispute, high_risk_segment",HIGH
USR51254,1,14150.92,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,969.6800000000001,494.63,2.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR53948,1,15201.0,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,942.21,508.34,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR82187,1,24306.02,1,NO_KYC_RECORD,NO_KYC_RECORD,2.0,892.19,588.2,1.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR22062,2,29567.84,0,NO_KYC_RECORD,NO_KYC_RECORD,2.0,577.53,315.15,2.0,1.0,,,,,55,"repeated_disputes(≥2), fraud_type_dispute, no_kyc_record",HIGH
USR10549,1,21986.64,0,IN_REVIEW,MEDIUM,1.0,21986.64,21986.64,1.0,1.0,Yahvi Sahni,Amritsar,21193.0,1.0,50,"high_value_chargeback(≥₹8,976), fraud_type_dispute, kyc_not_verified, disputed_more_than_income",HIGH
USR92750,1,21842.11,0,VERIFIED,MEDIUM,2.0,21892.11,21842.11,0.0,1.0,Viraj Jha,Kolkata,13336.0,1.0,50,"repeated_disputes(≥2), high_value_chargeback(≥₹8,976), disputed_more_than_income",HIGH
USR87738,1,21445.56,0,REJECTED,LOW,1.0,21445.56,21445.56,1.0,1.0,Harish Tripathi,Lucknow,19263.0,2.0,50,"high_value_chargeback(≥₹8,976), fraud_type_dispute, kyc_not_verified, disputed_more_than_income",HIGH
USR58622,1,19562.07,0,VERIFIED,LOW,2.0,20440.12,19562.07,0.0,1.0,Manya Wadhwa,Bengaluru,18500.0,1.0,50,"repeated_disputes(≥2), high_value_chargeback(≥₹8,976), disputed_more_than_income",HIGH
USR64018,1,5160.0,0,VERIFIED,HIGH,1.0,36675.43,36675.43,1.0,1.0,Warinder Verma,Jalandhar,6800.0,1.0,45,"high_value_chargeback(≥₹8,976), fraud_type_dispute, high_risk_segment, disputed_more_than_income",MEDIUM
USR20097,3,37663.479999999996,0,VERIFIED,LOW,2.0,20679.03,10657.19,0.0,2.0,Chandani Mistry,Bengaluru,33909.0,1.0,45,"repeated_disputes(≥2), high_value_chargeback(≥₹8,976)",MEDIUM
USR60002,3,42102.74,0,VERIFIED,LOW,2.0,19151.670000000002,13132.36,0.0,2.0,Teerth Seth,Lucknow,48900.0,1.0,45,"repeated_disputes(≥2), high_value_chargeback(≥₹8,976)",MEDIUM
USR58522,1,8278.87,0,VERIFIED,LOW,3.0,17475.52,8278.87,2.0,1.0,Sathvik Kari,Lucknow,25983.0,1.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR34897,1,1863.0,0,VERIFIED,LOW,2.0,17261.489999999998,12234.17,0.0,1.0,Vedhika Saxena,Pune,25460.0,2.0,45,"repeated_disputes(≥2), high_value_chargeback(≥₹8,976)",MEDIUM
USR94683,1,2397.43,0,VERIFIED,LOW,2.0,16468.34,13654.34,0.0,1.0,Aadhya Desai,Mumbai,25948.0,1.0,45,"repeated_disputes(≥2), high_value_chargeback(≥₹8,976)",MEDIUM
USR25728,1,2089.61,0,VERIFIED,LOW,2.0,13780.14,11913.51,0.0,1.0,Jagdish Sheth,Hyderabad,,1.0,45,"repeated_disputes(≥2), high_value_chargeback(≥₹8,976)",MEDIUM
USR71662,1,8195.88,0,PENDING,MEDIUM,1.0,11352.0,11352.0,1.0,1.0,Hemani Bala,Chennai,30349.0,2.0,45,"high_value_chargeback(≥₹8,976), fraud_type_dispute, kyc_not_verified",MEDIUM
USR61630,1,6599.82,0,VERIFIED,LOW,2.0,10015.0,8160.0,1.0,1.0,Pushti Sodhi,Hyderabad,36438.0,3.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR46394,2,14596.419999999998,1,VERIFIED,LOW,2.0,8687.98,6779.18,1.0,1.0,Maanas Batra,Kolkata,39182.0,1.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR52299,2,36908.17,0,VERIFIED,LOW,2.0,5811.0,2987.16,1.0,1.0,Falak Bhatt,Kolkata,9923.0,1.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR11953,1,784.0,0,VERIFIED,MEDIUM,2.0,5449.19,4920.19,2.0,1.0,Yashawini Arora,Mumbai,34361.0,1.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR71660,1,11378.83,0,VERIFIED,LOW,2.0,4678.84,3184.9,1.0,1.0,Tanveer Sarin,Pune,30944.0,1.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR93634,1,18137.04,0,VERIFIED,MEDIUM,2.0,4655.030000000001,3382.78,1.0,1.0,Niharika Kaur,Jaipur,23552.0,3.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR60294,2,25486.72,0,VERIFIED,UNKNOWN,2.0,4181.36,2786.25,2.0,1.0,Lopa Suri,Mumbai,25510.0,3.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR51679,2,34297.87,1,VERIFIED,LOW,2.0,3936.95,2386.95,1.0,1.0,Ganga Mody,Bengaluru,27978.0,1.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR76675,1,7757.45,0,VERIFIED,MEDIUM,2.0,3627.95,3312.0,1.0,1.0,Sanya Kari,Hyderabad,163778.0,1.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR44917,2,18195.800000000003,0,VERIFIED,MEDIUM,2.0,3506.74,2872.74,2.0,1.0,Yadavi Dyal,Jalandhar,59894.0,1.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR13039,1,22031.12,0,VERIFIED,MEDIUM,2.0,3089.23,3000.84,1.0,1.0,Garima Pa11a,Bengaluru,19009.0,1.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR64029,1,6619.68,0,VERIFIED,MEDIUM,2.0,2977.0,2315.0,2.0,1.0,Tejas Seshadri,Delhi,12195.0,1.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR99484,1,7475.15,0,VERIFIED,LOW,2.0,2767.52,1823.8,1.0,1.0,Noah Sama,Kolkata,95535.0,3.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR32457,1,12023.04,1,VERIFIED,LOW,2.0,2683.75,1483.0,1.0,1.0,Kashvi Rana,Jalandhar,,1.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR96715,2,24717.739999999998,0,VERIFIED,LOW,3.0,2297.74,1160.82,1.0,2.0,Aditya Tripathi,Jaipur,22322.0,4.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR45865,2,39057.8,0,VERIFIED,MEDIUM,2.0,2011.3200000000002,1383.0,1.0,1.0,Girish Rajagopalan,Amritsar,15356.0,1.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR32079,1,18268.96,0,VERIFIED,MEDIUM,2.0,1998.29,1347.82,1.0,1.0,Kashvi Srinivas,Hyderabad,11918.0,1.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR75185,1,16993.71,0,VERIFIED,LOW,2.0,1912.8400000000001,1004.64,1.0,1.0,Shaurya Karpe,Amritsar,9900.0,1.0,45,"repeated_disputes(≥2), fraud_type_dispute",MEDIUM
USR73475,1,20565.18,0,REJECTED,UNKNOWN,2.0,1591.3200000000002,1009.36,0.0,1.0,Zarna Aurora,Kolkata,23269.0,4.0,45,"repeated_disputes(≥2), kyc_not_verified",MEDIUM
